2021-11-26,20:20:44.845 DEBUG    [connectionpool.py:452] http://localhost:51041 "GET /session/6625c7a6a652c8ab85e673820ef48305/element/340edb82-ce04-4c8c-89ba-514abb80abe0/text HTTP/1.1" 200 14
2021-11-26,20:20:44.845 DEBUG    [remote_connection.py:486] Finished Request
2021-11-26,20:20:45.204 INFO     [logically.py:64] The connection to the base is established
2021-11-26,20:20:47.444 DEBUG    [remote_connection.py:435] POST http://localhost:51041/session/6625c7a6a652c8ab85e673820ef48305/element {"using": "xpath", "value": "//*[@id='TopLevelEvents']/div[1]/main/div[1]/div[2]/div[1]/div[1]/div/div[2]/div[2]/div/span[2]/span[1]"}
2021-11-26,20:20:47.456 DEBUG    [connectionpool.py:452] http://localhost:51041 "POST /session/6625c7a6a652c8ab85e673820ef48305/element HTTP/1.1" 200 88
2021-11-26,20:20:47.457 DEBUG    [remote_connection.py:486] Finished Request
2021-11-26,20:20:47.457 DEBUG    [remote_connection.py:435] GET http://localhost:51041/session/6625c7a6a652c8ab85e673820ef48305/element/15268a5a-205c-4d18-990a-c60cafbb98f4/text {"id": "15268a5a-205c-4d18-990a-c60cafbb98f4"}
2021-11-26,20:20:47.471 DEBUG    [connectionpool.py:452] http://localhost:51041 "GET /session/6625c7a6a652c8ab85e673820ef48305/element/15268a5a-205c-4d18-990a-c60cafbb98f4/text HTTP/1.1" 200 16
2021-11-26,20:20:47.472 DEBUG    [remote_connection.py:486] Finished Request
2021-11-26,20:20:54.794 DEBUG    [remote_connection.py:435] POST http://localhost:51041/session/6625c7a6a652c8ab85e673820ef48305/element {"using": "css selector", "value": "#TopLevelEvents > div.Game > main > div.Footer > span.Label > span.Label__text"}
2021-11-26,20:20:54.800 DEBUG    [connectionpool.py:452] http://localhost:51041 "POST /session/6625c7a6a652c8ab85e673820ef48305/element HTTP/1.1" 200 88
2021-11-26,20:20:54.801 DEBUG    [remote_connection.py:486] Finished Request
